"full_name","num_of_brands","brand_diversity_status"
"Maria Terry","6","Low Diversity"
"Maria Urrutia","32","Medium Diversity"
"Maria Wheeler","4","Low Diversity"
"Mariam Carey","22","Medium Diversity"
"Marian Berch","14","Low Diversity"
"Marian Campanelli","39","Medium Diversity"
"Marian Sall","7","Low Diversity"
"Mariann Garcia","16","Low Diversity"
"Marianne Ammann","26","Medium Diversity"
"Marianne Cooper","11","Low Diversity"
"Mariano Walker","6","Low Diversity"
"Marie Alexander","26","Medium Diversity"
"Marie Bellamy","8","Low Diversity"
"Marie Carlson","23","Medium Diversity"
"Marie Filson","28","Medium Diversity"
"Marie Hackworth","15","Low Diversity"
"Marie Hardin","34","Medium Diversity"
"Marie Leadingham","18","Low Diversity"
"Marie Little","19","Low Diversity"
"Marie Lucero","26","Medium Diversity"
"Marie Mann","4","Low Diversity"
"Marie Mileski","12","Low Diversity"
"Marie Moya","13","Low Diversity"
"Marie Pennington","8","Low Diversity"
"Marie Quintanilla","25","Medium Diversity"
"Marie Richards","5","Low Diversity"
"Marie Richmeier","21","Medium Diversity"
"Marie Rose","38","Medium Diversity"
"Marie Ross","17","Low Diversity"
"Marie Scott","47","Medium Diversity"
"Marie Thomas","56","High Diversity"
"Marie Umali","11","Low Diversity"
"Marie Veistracten","8","Low Diversity"
"Marie Velasco","10","Low Diversity"
"Marilee Thurman","2","Low Diversity"
"Marillyn Cox","23","Medium Diversity"
"Marilyn Aguilliar","9","Low Diversity"
"Marilyn Bowman","6","Low Diversity"
"Marilyn Brandenburg","28","Medium Diversity"
"Marilyn Brooks","10","Low Diversity"
"Marilyn Cetnar","29","Medium Diversity"
"Marilyn Cosgrove","9","Low Diversity"
"Marilyn Cravens","24","Medium Diversity"
"Marilyn Durante","2","Low Diversity"
"Marilyn Dye","23","Medium Diversity"
"Marilyn Edelman","52","High Diversity"
"Marilyn Gunn","23","Medium Diversity"
"Marilyn Hansen","12","Low Diversity"
"Marilyn Jarratt","48","Medium Diversity"
"Marilyn Jasper","12","Low Diversity"
"Marilyn Lazo","29","Medium Diversity"
"Marilyn Lorenzo","17","Low Diversity"
"Marilyn Medina","21","Medium Diversity"
"Marilyn Paulson","3","Low Diversity"
"Marilyn Raigoza","10","Low Diversity"
"Marilyn Schaidt","26","Medium Diversity"
"Marilyn Short","6","Low Diversity"
"Marilyn Smith","13","Low Diversity"
"Marilyn Stroup","9","Low Diversity"
"Marilyn Uy","13","Low Diversity"
"Marilynn Williams","16","Low Diversity"
"Marin Bezic","18","Low Diversity"
"Marina Brawner","26","Medium Diversity"
"Marina Carlson","12","Low Diversity"
"Marina Erwin","52","High Diversity"
"Marina Villalobos","48","Medium Diversity"
"Mario Benedetti","5","Low Diversity"
"Mario Coleman","14","Low Diversity"
"Mario Crittenden","8","Low Diversity"
"Marion Brink","33","Medium Diversity"
"Marion Bruno","29","Medium Diversity"
"Marion Gerard","6","Low Diversity"
"Marion Jones","15","Low Diversity"
"Marion Melton","14","Low Diversity"
"Marion Scott","6","Low Diversity"
"Marion Sheeley","2","Low Diversity"
"Marion Smith","21","Medium Diversity"
"Marjorie Amador","5","Low Diversity"
"Marjorie Barton","11","Low Diversity"
"Marjorie Burke","2","Low Diversity"
"Marjorie Callahan","5","Low Diversity"
"Marjorie Chapham","41","Medium Diversity"
"Marjorie Clark","8","Low Diversity"
"Marjorie Lee","14","Low Diversity"
"Marjorie Leonard","15","Low Diversity"
"Marjorie Marlowe","11","Low Diversity"
"Marjorie Spivey","32","Medium Diversity"
"Marjory Mcgee","30","Medium Diversity"
"Mark Abram","5","Low Diversity"
"Mark Almeida","6","Low Diversity"
"Mark Antonio","6","Low Diversity"
"Mark Avrin","3","Low Diversity"
"Mark Babbel","4","Low Diversity"
"Mark Banuelos","11","Low Diversity"
"Mark Barr","17","Low Diversity"
"Mark Blackburn","41","Medium Diversity"
"Mark Blatt","39","Medium Diversity"
"Mark Borders","27","Medium Diversity"
"Mark Boutte","14","Low Diversity"
"Mark Bravo","13","Low Diversity"
"Mark Burris","15","Low Diversity"
"Mark Burton","7","Low Diversity"
"Mark Caldwell","17","Low Diversity"
"Mark Chandler","19","Low Diversity"
"Mark Connors","10","Low Diversity"
"Mark Delong","5","Low Diversity"
"Mark Dwier","10","Low Diversity"
"Mark Fowler","3","Low Diversity"
"Mark Glavaris","7","Low Diversity"
"Mark Hart","35","Medium Diversity"
"Mark Jenkins","14","Low Diversity"
"Mark Kinney","17","Low Diversity"
"Mark Lorenzo","16","Low Diversity"
"Mark Manakoff","33","Medium Diversity"
"Mark Marchese","21","Medium Diversity"
"Mark Milheiser","27","Medium Diversity"
"Mark Moore","16","Low Diversity"
"Mark Mullins","10","Low Diversity"
"Mark Rampa","68","High Diversity"
"Mark Stewart","19","Low Diversity"
"Mark Tilford","3","Low Diversity"
"Mark Torosian","8","Low Diversity"
"Mark Turner","19","Low Diversity"
"Mark Vannest","14","Low Diversity"
"Mark Varney","3","Low Diversity"
"Mark Velasquez","19","Low Diversity"
"Mark Watson","4","Low Diversity"
"Mark Wilson","47","Medium Diversity"
"Mark Wintermantel","20","Medium Diversity"
"Mark Wortman","44","Medium Diversity"
"Mark Zywicki","21","Medium Diversity"
"Marla Bell","51","High Diversity"
"Marlee Hubersberger","18","Low Diversity"
"Marlene Bolden","43","Medium Diversity"
"Marlene Chase","16","Low Diversity"
"Marlene Haugland","72","High Diversity"
"Marlene Ludvigsen","6","Low Diversity"
"Marlene Tsujimoto","24","Medium Diversity"
"Marlene Welz","10","Low Diversity"
"Marlies Zeckzer","17","Low Diversity"
"Marlin Coriell","15","Low Diversity"
"Marlin Leang","21","Medium Diversity"
"Marliss McCalla","41","Medium Diversity"
"Marliyn Hinkle","5","Low Diversity"
"Marloe Higgs","8","Low Diversity"
"Marlow Norman","7","Low Diversity"
"Marlowe Jauregui","17","Low Diversity"
"Marlys Chand","44","Medium Diversity"
"Marsha Buck","17","Low Diversity"
"Marsha Clinard","32","Medium Diversity"
"Marsha Perse","21","Medium Diversity"
"Marsha Valenzuela","15","Low Diversity"
"Marsha Woodward","4","Low Diversity"
"Martha (Kay) Moore","14","Low Diversity"
"Martha Benefiel","46","Medium Diversity"
"Martha Brooks","5","Low Diversity"
"Martha Bunch","7","Low Diversity"
"Martha Clark","37","Medium Diversity"
"Martha Clifton","50","High Diversity"
"Martha Cozart","16","Low Diversity"
"Martha Espinoza","24","Medium Diversity"
"Martha Griego","72","High Diversity"
"Martha Hill","32","Medium Diversity"
"Martha Kinney","20","Medium Diversity"
"Martha Mapes","5","Low Diversity"
"Martha Marple","34","Medium Diversity"
"Martha Mitchell","43","Medium Diversity"
"Martha Moore","45","Medium Diversity"
"Martha Parker","33","Medium Diversity"
"Martha Stranik","8","Low Diversity"
"Martha Toomey","18","Low Diversity"
"Martha Valdez","23","Medium Diversity"
"Martha Wilson","32","Medium Diversity"
"Martha Yowell","42","Medium Diversity"
"Martin Austin","34","Medium Diversity"
"Martin Cameron","7","Low Diversity"
"Martin Carlston","14","Low Diversity"
"Martin Continente","9","Low Diversity"
"Martin Johnson","3","Low Diversity"
"Martin Schwalm","2","Low Diversity"
"Martin Steel","11","Low Diversity"
"Martin Stimmel","40","Medium Diversity"
"Martin Svoboda","2","Low Diversity"
"Marty Adkins","8","Low Diversity"
"Marty Carmona","8","Low Diversity"
"Marty Hollingsworth","19","Low Diversity"
"Marvin Benzakry","7","Low Diversity"
"Marvin Carter","12","Low Diversity"
"Marvin Confetti","9","Low Diversity"
"Marvin Mcgrath","22","Medium Diversity"
"Marvin Neely","9","Low Diversity"
"Marvin Spencer","16","Low Diversity"
"Marvin Wheeler","38","Medium Diversity"
"Marwan Gieger","21","Medium Diversity"
"Mary Aigaki","29","Medium Diversity"
"Mary Alexander","31","Medium Diversity"
"Mary Allen","5","Low Diversity"
"Mary Aluyen","18","Low Diversity"
"Mary Angypas","6","Low Diversity"
"Mary Ann Davis","22","Medium Diversity"
"Mary Ann Orozco","37","Medium Diversity"
"Mary Anne Watts","10","Low Diversity"
"Mary Annunciation","6","Low Diversity"
"Mary Antypas","10","Low Diversity"
"Mary Auer","17","Low Diversity"
"Mary Aulick","11","Low Diversity"
"Mary Bakhtyari","28","Medium Diversity"
"Mary Ballantine","29","Medium Diversity"
"Mary Bean","51","High Diversity"
"Mary Becker","44","Medium Diversity"
"Mary Beers","6","Low Diversity"
"Mary Bental","5","Low Diversity"
"Mary Beth Rohlf","14","Low Diversity"
"Mary Bianco","11","Low Diversity"
"Mary Billstrom","7","Low Diversity"
"Mary Biondo","4","Low Diversity"
"Mary Borden","8","Low Diversity"
"Mary Borom","12","Low Diversity"
"Mary Bottarini","17","Low Diversity"
"Mary Bowen","16","Low Diversity"
"Mary Boyd","5","Low Diversity"
"Mary Brooks","12","Low Diversity"
"Mary Brown","16","Low Diversity"
"Mary Browne","14","Low Diversity"
"Mary Browning","11","Low Diversity"
"Mary Bruzzone","8","Low Diversity"
"Mary Burmeister","9","Low Diversity"
"Mary Campbell","53","High Diversity"
"Mary Carrillo","2","Low Diversity"
"Mary Carroll","11","Low Diversity"
"Mary Carson","26","Medium Diversity"
"Mary Case","15","Low Diversity"
"Mary Coleman","2","Low Diversity"
"Mary Colvin","41","Medium Diversity"
"Mary Conyers","19","Low Diversity"
"Mary Cooper","28","Medium Diversity"
"Mary Corsi","28","Medium Diversity"
"Mary Craig","42","Medium Diversity"
"Mary Cramer","9","Low Diversity"
"Mary Crookshanks","25","Medium Diversity"
"Mary Cuccia","12","Low Diversity"
"Mary Davidson","34","Medium Diversity"
"Mary Deeds","18","Low Diversity"
"Mary Dinna Novak","3","Low Diversity"
"Mary Dotson","2","Low Diversity"
"Mary Elyse Bagley","18","Low Diversity"
"Mary Fidler","24","Medium Diversity"
"Mary Fields","47","Medium Diversity"
"Mary Flynn","65","High Diversity"
"Mary Frances Christian","21","Medium Diversity"
"Mary Francis Benigar","79","High Diversity"
"Mary Gancel","10","Low Diversity"
"Mary Gimmi","32","Medium Diversity"
"Mary Gonzales","7","Low Diversity"
"Mary Gray","13","Low Diversity"
"Mary Greer","41","Medium Diversity"
"Mary Hall","30","Medium Diversity"
"Mary Hayes","13","Low Diversity"
"Mary Helen","22","Medium Diversity"
"Mary Henry","24","Medium Diversity"
"Mary Hirschboeck","37","Medium Diversity"
"Mary Horine","15","Low Diversity"
"Mary Hurley","60","High Diversity"
"Mary Hustead","21","Medium Diversity"
"Mary Ingram","37","Medium Diversity"
"Mary Irwin","16","Low Diversity"
"Mary Jane Clark","12","Low Diversity"
"Mary Jane Razo","24","Medium Diversity"
"Mary Jane Schnell","31","Medium Diversity"
"Mary Jane Trouse","7","Low Diversity"
"Mary Jean Cochran","25","Medium Diversity"
"Mary Jo Fitzgerald","9","Low Diversity"
"Mary Jo Gradishar","2","Low Diversity"
"Mary Jo Park","34","Medium Diversity"
"Mary Johnson","17","Low Diversity"
"Mary Jorgensen","2","Low Diversity"
"Mary Kesslep","17","Low Diversity"
"Mary Ketchum","39","Medium Diversity"
"Mary Kraich","43","Medium Diversity"
"Mary Lafayette","2","Low Diversity"
"Mary Lee","7","Low Diversity"
"Mary Logan","18","Low Diversity"
"Mary Lou Ballard","31","Medium Diversity"
"Mary Mahana","4","Low Diversity"
"Mary Mallory","5","Low Diversity"
"Mary McCormick","8","Low Diversity"
"Mary McCuiston","26","Medium Diversity"
"Mary Miller","10","Low Diversity"
"Mary Monarco","15","Low Diversity"
"Mary Mora","39","Medium Diversity"
"Mary Noguera","10","Low Diversity"
"Mary Norlin","11","Low Diversity"
"Mary Novak","5","Low Diversity"
"Mary Pierson","23","Medium Diversity"
"Mary Porter","4","Low Diversity"
"Mary Radacy","19","Low Diversity"
"Mary Rankin","66","High Diversity"
"Mary Retske","13","Low Diversity"
"Mary Ross","28","Medium Diversity"
"Mary Ruth Pina","25","Medium Diversity"
"Mary Sauder","5","Low Diversity"
"Mary Seelye","27","Medium Diversity"
"Mary Sloan","25","Medium Diversity"
"Mary Smith","71","High Diversity"
"Mary Sorci","4","Low Diversity"
"Mary Steele","3","Low Diversity"
"Mary Steen","60","High Diversity"
"Mary Stesney","9","Low Diversity"
"Mary Sullivan","50","High Diversity"
"Mary Tate","9","Low Diversity"
"Mary Taylor","2","Low Diversity"
"Mary Thomas","15","Low Diversity"
"Mary Thornton","2","Low Diversity"
"Mary Treadwell","10","Low Diversity"
"Mary Trent","10","Low Diversity"
"Mary Trujillo","4","Low Diversity"
"Mary Tullao","13","Low Diversity"
"Mary Waddle","19","Low Diversity"
"Mary Wang","30","Medium Diversity"
"Mary Welch","7","Low Diversity"
"Mary Wells","10","Low Diversity"
"Mary Welton","11","Low Diversity"
"Mary Wiggins","34","Medium Diversity"
"Mary Williams","48","Medium Diversity"
"Mary Wittels","8","Low Diversity"
"Mary Woodson","4","Low Diversity"
"Mary Wysocki","9","Low Diversity"
"Maryann Backlin","17","Low Diversity"
"Maryann Begley","14","Low Diversity"
"Maryann Blake","2","Low Diversity"
"Maryann Braunlich","45","Medium Diversity"
"Maryann Clark","17","Low Diversity"
"Maryann Rivera","4","Low Diversity"
"Maryann Soderholm","3","Low Diversity"
"Maryann Whiting","31","Medium Diversity"
"Maryanne Cook","14","Low Diversity"
"Marybeth Morgan","16","Low Diversity"
"Maryjane Marcotte","16","Low Diversity"
"Maryjo Budig","16","Low Diversity"
"Marylee Lawless","16","Low Diversity"
"Marylou Burkett","46","Medium Diversity"
"Marylou Valladao","18","Low Diversity"
"Masako King","25","Medium Diversity"
"Masao David","14","Low Diversity"
"Mathew Heth","5","Low Diversity"
"Mats Ramsey","13","Low Diversity"
"Matt Bellah","65","High Diversity"
"Matt Carroll","3","Low Diversity"
"Matt Oneal","22","Medium Diversity"
"Matt Otter","9","Low Diversity"
"Matt Taraska","5","Low Diversity"
"Matt Wright","36","Medium Diversity"
"Matthew Andis","38","Medium Diversity"
"Matthew Applehans","9","Low Diversity"
"Matthew Barry","6","Low Diversity"
"Matthew Basham","25","Medium Diversity"
"Matthew Castro","50","High Diversity"
"Matthew Durocher","8","Low Diversity"
"Matthew Hagemann","7","Low Diversity"
"Matthew Hatter","8","Low Diversity"
"Matthew Hunter","40","Medium Diversity"
"Matthew Kuhlman","25","Medium Diversity"
"Matthew Liven","6","Low Diversity"
"Matthew Lough","24","Medium Diversity"
"Matthew Mack","6","Low Diversity"
"Matthew Miller","26","Medium Diversity"
"Matthew Phillips","20","Medium Diversity"
"Matthew Pryer Smith","9","Low Diversity"
"Matthew Seiler","17","Low Diversity"
"Matthew Smith","46","Medium Diversity"
"Matthew Strobel","7","Low Diversity"
"Matthew Threats","15","Low Diversity"
"Matthew Wallace","27","Medium Diversity"
"Mattie Baxamusa","38","Medium Diversity"
"Mattie Rasberry","2","Low Diversity"
"Maudie Walker","30","Medium Diversity"
"Maudlyn Bergman","16","Low Diversity"
"Maureen Arquello","42","Medium Diversity"
"Maureen Block","14","Low Diversity"
"Maureen Childers","17","Low Diversity"
"Maureen Doose","24","Medium Diversity"
"Maureen Ibsen","13","Low Diversity"
"Maureen Okane","11","Low Diversity"
"Maureen Overholser","41","Medium Diversity"
"Maureen Turnbloom","12","Low Diversity"
"Maurice Carothers","33","Medium Diversity"
"Maurice Mauriscio","28","Medium Diversity"
"Maurice Ryan","22","Medium Diversity"
"Mavis Geanetta","17","Low Diversity"
"Max Lash","53","High Diversity"
"Max Luna","28","Medium Diversity"
"Max Lyons","20","Medium Diversity"
"Maxine Alexander","13","Low Diversity"
"Maxine Larkins","19","Low Diversity"
"Maxwell Amland","6","Low Diversity"
"May Hooker","20","Medium Diversity"
"May Patrick","14","Low Diversity"
"Maya Briggs","10","Low Diversity"
"Maya Holmes","17","Low Diversity"
"Maybelle Stonesifer","35","Medium Diversity"
"Mayme Carmickle","9","Low Diversity"
"Meagan Graham","7","Low Diversity"
"Medra Hill","17","Low Diversity"
"Megan Burke","10","Low Diversity"
"Megan Caise","21","Medium Diversity"
"Megan Clayton","59","High Diversity"
"Megan Davis","40","Medium Diversity"
"Megan Fike","11","Low Diversity"
"Megan Grey","10","Low Diversity"
"Megan Myers","22","Medium Diversity"
"Megan Tillman","65","High Diversity"
"Megan Vanzandt","7","Low Diversity"
"Meghan Tremmel","15","Low Diversity"
"Meghan Vanover","35","Medium Diversity"
"Mehrzad Slone","45","Medium Diversity"
"Meladie Johnson","2","Low Diversity"
"Melanie Bush","20","Medium Diversity"
"Melanie Caputo","19","Low Diversity"
"Melanie Elmer","46","Medium Diversity"
"Melanie Espinoza","55","High Diversity"
"Melanie Fischer","20","Medium Diversity"
"Melanie Snow","19","Low Diversity"
"Melba Bartley","7","Low Diversity"
"Melba Fields","20","Medium Diversity"
"Melba Fisher","23","Medium Diversity"
"Melba Wirth","16","Low Diversity"
"Melinda Belcher","52","High Diversity"
"Melinda Maltby","11","Low Diversity"
"Melissa Ames","55","High Diversity"
"Melissa Babel","10","Low Diversity"
"Melissa Colby","5","Low Diversity"
"Melissa Duran","16","Low Diversity"
"Melissa Marple","48","Medium Diversity"
"Melissa Myers","12","Low Diversity"
"Melissa Pyle","43","Medium Diversity"
"Melissa Smith","10","Low Diversity"
"Melissa Van Donkkenburg","33","Medium Diversity"
"Melissa Wheeler","7","Low Diversity"
"Melody Bancroft","68","High Diversity"
"Melody McClelland","59","High Diversity"
"Melody Walters","27","Medium Diversity"
"Melphia Borges","5","Low Diversity"
"Melvin Aitkenhead","25","Medium Diversity"
"Melvin Bukias","38","Medium Diversity"
"Melvin Campos","5","Low Diversity"
"Melvin Carreras","17","Low Diversity"
"Melvin Drake","54","High Diversity"
"Melvin Glass","20","Medium Diversity"
"Melvin Hogg","17","Low Diversity"
"Melvin Mendoza","17","Low Diversity"
"Melvin Reed","7","Low Diversity"
"Melvyn Kochevar","8","Low Diversity"
"Merav Netz","5","Low Diversity"
"Merceades Laudenslager","30","Medium Diversity"
"Merced Putinas","7","Low Diversity"
"Meredith Estep","12","Low Diversity"
